Reading_ID,Temperature_C,Vibration_mm_s,Inlet_Pressure_bar,Outlet_Pressure_bar,Flow_Rate_Lmin,RPM,Power_kW,Operating_Hours,Condition
696,79.7,5.5,1.04,4.8,105.2,1419.0,5.02,6955.0,Normal
697,80.0,5.76,1.14,4.94,106.6,1442.0,4.98,6922.0,Normal
698,83.7,5.13,1.15,4.88,110.1,1424.0,4.91,6933.0,Normal
699,81.7,6.01,1.04,4.69,106.8,1409.0,4.81,6983.0,Normal
700,80.0,5.57,1.05,5.15,107.3,1420.0,4.92,6975.0,Normal
701,82.0,5.44,1.15,5.04,108.4,1408.0,4.72,6990.0,Normal
702,80.0,6.08,1.09,5.02,105.5,1412.0,4.96,7041.0,Normal
703,83.0,5.38,0.98,4.97,106.7,1430.0,5.08,7042.0,Normal
704,81.4,5.11,1.02,4.79,111.7,1411.0,5.0,7071.0,Normal
705,80.5,5.06,1.08,4.89,105.7,1438.0,4.73,7010.0,Normal
706,81.6,5.93,1.03,5.05,104.8,1424.0,4.89,7040.0,Normal
707,77.6,5.18,1.07,4.82,107.6,1426.0,4.64,7083.0,Normal
708,78.6,6.4,1.09,4.65,111.7,1422.0,4.93,7083.0,Normal
709,78.4,4.88,1.16,4.92,108.9,1434.0,4.91,7126.0,Normal
710,81.1,6.39,1.08,4.93,108.1,1434.0,4.56,7103.0,Normal
711,84.4,5.81,1.14,4.96,109.6,1429.0,4.67,7155.0,Normal
712,85.4,5.69,1.16,5.03,104.2,1431.0,4.8,7126.0,Normal
713,82.2,5.52,1.16,5.02,110.9,1422.0,4.8,7152.0,Normal
714,82.0,5.9,1.1,4.98,110.5,1431.0,4.67,7120.0,Normal
715,77.4,5.73,0.99,5.09,108.1,1420.0,4.91,7140.0,Normal
716,79.9,6.2,1.11,4.76,112.4,1424.0,4.89,7177.0,Normal
717,79.5,5.81,1.14,5.0,105.9,1421.0,4.82,7208.0,Normal
718,79.8,5.83,1.09,5.02,112.7,1419.0,4.74,7192.0,Normal
719,80.8,5.63,1.18,4.79,109.7,1416.0,5.01,7178.0,Normal
720,80.2,5.76,1.13,4.76,108.2,1430.0,5.11,7231.0,Normal
721,77.2,5.91,1.12,4.85,109.2,1440.0,4.79,7134.0,Normal
722,82.7,5.11,1.14,4.86,108.9,1438.0,4.77,7167.0,Normal
723,79.1,5.27,1.1,5.03,112.8,1409.0,4.93,7240.0,Normal
724,81.7,6.11,0.96,4.87,105.9,1439.0,4.81,7230.0,Normal
725,85.4,5.89,1.06,4.84,106.9,1420.0,4.84,7258.0,Normal
726,79.5,5.75,1.15,4.86,112.2,1431.0,4.98,7252.0,Normal
727,76.3,5.84,1.05,5.07,107.3,1413.0,4.58,7277.0,Normal
728,80.8,5.98,1.08,4.94,111.8,1425.0,5.07,7246.0,Normal
729,83.6,5.63,1.03,4.91,114.2,1427.0,4.88,7297.0,Normal
730,85.3,5.54,1.18,4.92,107.8,1406.0,4.81,7320.0,Normal
731,79.0,5.94,1.17,5.09,111.1,1431.0,4.86,7337.0,Normal
732,82.5,5.48,1.04,4.84,105.5,1440.0,4.87,7370.0,Normal
733,80.6,6.04,1.09,5.09,111.2,1421.0,4.62,7327.0,Normal
734,81.3,5.2,1.05,4.96,109.5,1440.0,5.1,7338.0,Normal
735,86.8,6.3,1.12,4.91,110.3,1421.0,4.88,7294.0,Normal
736,78.6,6.09,1.11,5.23,107.0,1433.0,4.95,7334.0,Normal
737,82.1,6.01,1.12,4.8,103.9,1396.0,5.02,7354.0,Normal
738,82.6,6.3,1.1,4.89,110.4,1452.0,4.73,7402.0,Normal
739,83.8,6.58,1.23,4.78,102.6,1441.0,4.95,7362.0,Normal
740,81.9,6.33,1.03,5.04,107.9,1419.0,4.84,7414.0,Normal
741,82.3,5.2,1.0,5.13,111.6,1399.0,5.01,7400.0,Normal
742,81.0,5.43,1.06,5.13,109.3,1426.0,4.57,7405.0,Normal
743,82.3,5.7,1.0,5.07,114.6,1405.0,4.87,7427.0,Normal
744,81.1,5.96,1.01,4.9,111.8,1428.0,4.8,7418.0,Normal
745,83.1,6.17,1.03,4.88,106.7,1427.0,4.96,7427.0,Normal
746,81.1,5.68,1.04,4.72,108.8,1411.0,4.96,7399.0,Normal
747,82.7,6.05,1.03,5.17,108.5,1436.0,4.79,7453.0,Normal
748,81.9,5.68,1.11,4.98,103.9,1432.0,4.79,7456.0,Normal
749,84.2,5.74,1.06,4.86,105.8,1434.0,4.88,7465.0,Normal
750,81.9,5.43,1.07,5.08,106.9,1422.0,4.76,7503.0,Normal
751,78.5,5.63,1.12,4.8,102.5,1405.0,5.03,7520.0,Normal
752,84.6,5.47,1.04,4.97,108.7,1434.0,4.85,7517.0,Normal
753,80.3,5.63,1.07,4.9,107.8,1419.0,4.47,7550.0,Normal
754,80.8,6.45,1.1,5.0,103.5,1405.0,4.85,7547.0,Normal
755,80.9,5.65,0.98,4.91,109.7,1438.0,4.75,7531.0,Normal
756,84.9,7.09,0.96,4.74,110.6,1447.0,4.66,7536.0,Normal
757,77.9,6.24,1.1,4.93,109.1,1421.0,4.72,7569.0,Normal
758,88.5,6.13,1.1,5.04,107.4,1448.0,4.93,7587.0,Normal
759,84.4,5.72,1.18,4.91,110.2,1423.0,5.11,7622.0,Normal
760,82.7,6.35,1.09,5.01,110.4,1417.0,4.96,7626.0,Normal
761,82.2,5.85,1.12,4.79,109.3,1414.0,4.82,7584.0,Normal
762,82.9,6.13,1.07,4.91,105.8,1441.0,4.99,7607.0,Normal
763,83.4,7.11,1.09,4.84,109.1,1412.0,4.85,7640.0,Normal
764,83.7,6.06,1.16,5.0,111.8,1430.0,4.82,7662.0,Normal
765,83.5,6.57,0.97,4.92,106.4,1414.0,4.75,7668.0,Normal
766,82.6,5.83,1.1,4.99,114.5,1416.0,4.66,7648.0,Normal
767,82.1,6.11,1.18,5.04,106.6,1433.0,4.87,7622.0,Normal
768,82.2,6.84,1.09,4.99,108.3,1416.0,4.95,7640.0,Normal
769,82.1,5.88,1.16,4.94,106.1,1416.0,4.91,7688.0,Normal
770,84.8,6.87,1.04,4.79,108.8,1434.0,4.87,7700.0,Normal
771,83.8,6.43,1.07,4.91,102.9,1440.0,4.79,7667.0,Normal
772,76.7,5.93,1.08,4.84,106.4,1428.0,5.02,7711.0,Warning
773,84.0,6.42,0.96,4.86,104.8,1413.0,4.74,7739.0,Warning
774,83.1,6.56,1.01,4.86,108.4,1414.0,5.05,7695.0,Warning
775,82.7,6.43,1.02,4.79,111.0,1421.0,4.79,7773.0,Warning
776,82.0,5.56,1.11,4.67,109.9,1424.0,4.82,7739.0,Warning
777,85.0,5.9,1.12,4.82,100.8,1408.0,4.72,7798.0,Warning
778,84.7,6.1,1.09,4.93,114.1,1429.0,4.87,7754.0,Warning
779,81.3,6.18,1.11,4.74,108.8,1421.0,5.09,7749.0,Warning
780,83.7,6.46,1.06,4.9,105.6,1400.0,5.02,7776.0,Warning
781,81.0,6.29,1.13,5.13,108.3,1409.0,5.09,7797.0,Warning
782,80.2,5.7,1.07,5.02,108.4,1414.0,5.02,7798.0,Warning
783,81.7,6.39,1.07,5.1,105.8,1419.0,4.78,7814.0,Warning
784,84.7,6.49,1.06,4.95,108.4,1443.0,4.9,7840.0,Warning
785,84.9,6.48,1.1,5.04,106.0,1423.0,4.83,7835.0,Warning
786,84.1,6.69,1.05,4.81,106.5,1410.0,5.15,7848.0,Warning
787,84.5,6.6,1.12,4.82,105.7,1422.0,4.77,7809.0,Warning
788,84.1,6.46,1.01,4.57,103.4,1415.0,5.09,7882.0,Warning
789,81.9,6.26,1.01,5.04,108.1,1423.0,5.09,7877.0,Warning
790,84.0,5.63,1.1,5.08,109.4,1426.0,5.23,7938.0,Warning
791,84.8,6.47,1.06,4.83,109.2,1434.0,4.9,7872.0,Warning
792,84.7,6.39,1.05,4.86,110.1,1419.0,5.07,7856.0,Warning
793,85.6,6.42,1.11,4.8,108.6,1439.0,5.3,7939.0,Warning
794,84.7,5.81,1.04,4.94,106.0,1430.0,4.87,7940.0,Warning
795,84.0,5.9,1.06,5.03,110.1,1411.0,4.74,7910.0,Warning
796,85.5,6.76,1.14,4.68,103.4,1446.0,4.69,7904.0,Warning
797,83.3,6.33,1.14,4.94,104.8,1423.0,5.08,8006.0,Warning
798,81.6,6.62,1.14,4.86,104.6,1409.0,4.69,8012.0,Warning
799,83.1,6.37,1.05,4.9,110.7,1439.0,4.92,7905.0,Warning
800,82.0,6.38,1.13,4.94,110.2,1444.0,5.04,7976.0,Warning
801,82.1,6.75,1.02,4.86,108.9,1418.0,5.0,8050.0,Warning
802,83.2,6.18,1.02,4.87,110.6,1413.0,5.04,7996.0,Warning
803,82.0,6.43,0.95,4.86,104.7,1416.0,5.01,8005.0,Warning
804,83.0,6.21,1.15,5.0,108.4,1427.0,5.17,8022.0,Warning
805,79.8,6.23,1.02,4.93,106.9,1434.0,4.84,8006.0,Warning
806,84.1,6.29,1.06,4.91,109.8,1425.0,4.88,7999.0,Warning
807,83.7,6.51,1.02,4.73,106.9,1419.0,4.87,8092.0,Warning
808,82.1,6.24,1.1,4.84,106.1,1436.0,5.11,8015.0,Warning
809,85.1,6.94,1.04,4.99,108.8,1414.0,5.12,8087.0,Warning
810,85.6,6.08,1.0,4.88,109.8,1430.0,5.06,8117.0,Warning
811,80.6,6.38,1.08,4.96,105.2,1415.0,5.17,8056.0,Warning
812,82.3,6.28,0.99,5.09,106.9,1423.0,4.81,8082.0,Warning
813,82.3,7.04,1.02,5.0,103.9,1416.0,5.24,8156.0,Warning
814,82.0,6.55,0.96,4.89,99.6,1417.0,5.22,8146.0,Warning
815,85.6,6.89,0.99,4.82,107.7,1413.0,5.11,8121.0,Warning
816,83.6,5.89,1.07,4.57,108.9,1434.0,5.26,8186.0,Warning
817,83.5,6.6,0.96,4.86,107.8,1409.0,4.75,8196.0,Warning
818,80.0,6.86,0.99,4.84,101.1,1409.0,4.92,8178.0,Warning
819,85.3,6.54,1.06,4.92,105.9,1443.0,4.89,8153.0,Warning
820,81.6,6.95,1.03,4.85,100.3,1429.0,5.11,8178.0,Warning
821,84.2,6.32,1.16,4.83,111.0,1389.0,4.85,8209.0,Warning
822,84.7,7.1,1.15,4.66,103.6,1410.0,5.12,8204.0,Warning
823,86.9,7.46,1.01,4.76,110.6,1395.0,5.21,8248.0,Warning
824,81.6,6.41,1.09,4.93,109.7,1406.0,5.11,8184.0,Warning
825,78.2,6.38,1.1,5.08,104.1,1379.0,5.05,8195.0,Warning
826,84.6,7.15,1.03,4.86,103.4,1415.0,4.87,8255.0,Warning
827,87.9,7.21,0.98,4.91,107.8,1403.0,4.89,8245.0,Warning
828,86.8,6.37,1.06,4.98,104.2,1417.0,5.2,8251.0,Warning
829,84.8,6.42,1.05,4.77,107.0,1397.0,5.13,8227.0,Warning
830,83.4,6.48,1.03,4.91,105.2,1418.0,5.01,8291.0,Warning
831,86.0,6.07,1.08,4.78,101.3,1412.0,4.96,8298.0,Warning
832,82.5,6.25,1.02,4.97,100.0,1434.0,4.72,8330.0,Warning
833,85.4,6.22,1.0,4.88,107.3,1433.0,4.86,8322.0,Warning
834,85.5,6.32,1.06,4.9,104.9,1426.0,5.31,8326.0,Warning
835,86.7,6.62,1.07,4.77,104.9,1412.0,4.84,8375.0,Warning
836,90.1,6.74,1.0,4.95,108.6,1440.0,5.06,8311.0,Warning
837,85.4,7.27,1.1,5.11,110.0,1397.0,5.18,8376.0,Warning
838,83.6,6.26,0.97,4.74,105.7,1399.0,4.84,8320.0,Warning
839,84.6,7.06,1.02,4.82,105.5,1415.0,5.06,8355.0,Warning
840,81.2,6.59,1.04,4.89,107.9,1443.0,5.18,8354.0,Warning
841,83.3,6.66,1.02,4.95,102.4,1413.0,5.04,8423.0,Warning
842,83.9,6.96,1.02,4.79,107.1,1414.0,5.47,8408.0,Warning
843,83.7,6.25,1.15,4.52,108.0,1398.0,4.79,8420.0,Warning
844,85.1,6.86,1.01,5.02,108.4,1427.0,5.2,8397.0,Warning
845,83.2,6.78,1.17,4.95,100.5,1427.0,5.02,8431.0,Warning
846,87.1,6.92,1.07,4.65,104.0,1425.0,5.16,8427.0,Warning
847,84.9,6.85,1.06,4.78,103.6,1408.0,5.11,8472.0,Warning
848,84.9,7.72,1.07,5.04,106.5,1407.0,4.94,8440.0,Warning
849,84.3,6.49,1.18,5.03,107.7,1400.0,5.08,8520.0,Warning
850,85.3,6.54,1.0,4.96,110.7,1416.0,4.77,8440.0,Warning
851,86.7,6.51,0.99,4.83,104.7,1402.0,5.14,8476.0,Warning
852,83.3,6.55,1.01,4.86,104.7,1401.0,5.1,8560.0,Warning
853,83.8,6.52,1.05,4.83,109.6,1410.0,5.15,8507.0,Warning
854,84.5,7.26,0.96,4.98,107.0,1409.0,5.22,8491.0,Warning
855,82.5,7.36,1.05,4.74,109.9,1408.0,5.11,8547.0,Warning
856,83.6,6.57,1.13,4.75,106.9,1420.0,5.08,8536.0,Warning
857,84.3,6.48,1.06,4.97,102.6,1416.0,4.93,8535.0,Warning
858,87.0,7.01,1.03,4.84,102.0,1411.0,4.96,8537.0,Warning
859,85.8,6.61,1.02,5.01,101.3,1417.0,5.24,8663.0,Warning
860,85.7,7.09,1.09,4.76,107.9,1402.0,5.28,8582.0,Warning
861,87.1,6.92,1.0,4.84,109.5,1416.0,5.03,8542.0,Warning
862,85.1,6.24,1.14,4.73,111.4,1416.0,5.08,8655.0,Warning
863,86.2,7.48,1.14,4.84,108.4,1396.0,4.94,8638.0,Warning
864,85.3,7.59,1.06,4.66,109.3,1426.0,5.25,8607.0,Warning
865,86.0,6.63,1.04,4.78,104.1,1403.0,5.17,8612.0,Warning
866,84.4,6.73,1.1,4.67,102.3,1415.0,5.37,8670.0,Warning
867,80.7,7.01,1.1,4.92,108.3,1428.0,4.95,8653.0,Warning
868,85.3,7.03,1.0,4.92,107.0,1425.0,5.02,8612.0,Warning
869,88.5,7.17,1.02,4.63,106.0,1414.0,5.12,8734.0,Warning
870,87.5,7.72,0.98,5.0,106.9,1409.0,5.18,8677.0,Warning
871,87.6,6.85,1.06,5.14,106.6,1425.0,5.05,8745.0,Warning
872,88.2,6.61,1.08,4.84,109.5,1422.0,4.96,8748.0,Warning
873,85.9,6.39,0.97,4.76,109.5,1406.0,5.22,8690.0,Warning
874,86.2,6.66,1.02,5.17,107.2,1404.0,5.2,8761.0,Warning
875,84.6,6.94,0.97,4.67,108.1,1388.0,4.95,8720.0,Warning
876,85.2,7.68,1.0,4.83,107.1,1415.0,5.3,8694.0,Warning
877,87.1,6.77,1.07,4.85,104.1,1412.0,5.27,8747.0,Warning
878,88.3,7.07,1.0,4.99,107.8,1427.0,5.12,8782.0,Warning
879,85.7,6.98,1.03,4.87,101.3,1417.0,5.11,8766.0,Warning
880,85.1,7.47,0.96,4.77,108.6,1429.0,5.18,8781.0,Warning
881,86.0,8.02,1.05,4.71,101.8,1404.0,4.97,8834.0,Warning
882,87.3,6.8,1.04,4.79,106.2,1426.0,5.11,8813.0,Warning
883,83.2,6.83,1.0,4.71,102.8,1406.0,4.78,8795.0,Warning
884,81.5,7.45,1.03,4.83,107.0,1422.0,5.24,8851.0,Warning
885,85.1,7.31,1.05,4.76,105.2,1395.0,4.87,8846.0,Warning
886,83.7,7.79,1.0,4.64,100.5,1415.0,5.33,8774.0,Warning
887,85.2,7.29,0.96,4.97,106.5,1389.0,5.06,8873.0,Warning
888,86.0,6.92,1.13,4.76,103.5,1409.0,5.08,8882.0,Warning
889,85.4,7.31,1.01,4.67,107.8,1417.0,5.02,8881.0,Warning
890,89.2,7.52,1.03,4.8,105.2,1406.0,5.07,8917.0,Warning
891,87.0,7.42,1.09,4.83,106.3,1399.0,5.33,8880.0,Warning
892,87.0,7.3,1.21,4.61,102.3,1422.0,4.75,8920.0,Warning
893,87.7,7.53,0.97,4.86,103.3,1411.0,5.31,8873.0,Warning
894,84.2,7.58,1.06,4.69,103.7,1406.0,5.17,8942.0,Warning
895,88.6,7.67,1.0,5.02,107.6,1412.0,4.94,8999.0,Warning
896,86.4,7.39,1.01,4.88,110.1,1443.0,4.96,8920.0,Warning
897,87.9,7.07,1.0,4.77,102.6,1425.0,5.38,8937.0,Warning
898,84.4,7.2,0.98,4.73,108.2,1425.0,4.99,8949.0,Warning
899,83.5,7.64,1.03,4.8,98.4,1417.0,4.96,8984.0,Warning
900,88.3,6.84,0.96,4.89,101.3,1413.0,5.3,8958.0,Warning
901,87.4,7.32,1.08,4.81,102.0,1383.0,5.18,9013.0,Warning
902,84.9,7.02,1.04,4.79,100.8,1403.0,5.0,9035.0,Warning
903,85.0,7.2,1.05,4.82,100.1,1405.0,5.17,9036.0,Warning
904,89.0,7.71,1.01,4.74,106.1,1389.0,4.99,8977.0,Warning
905,84.4,7.28,1.01,4.77,104.1,1397.0,5.31,9070.0,Warning
906,90.1,7.23,1.05,4.56,105.9,1387.0,5.3,9078.0,Warning
907,85.1,6.68,0.97,4.92,106.8,1410.0,5.22,9085.0,Warning
908,88.2,7.53,1.01,4.84,105.5,1421.0,5.2,9081.0,Warning
909,86.3,7.5,0.99,4.71,106.7,1424.0,5.41,9087.0,Warning
910,88.2,8.11,0.99,5.03,104.4,1416.0,5.15,9121.0,Warning
911,85.9,7.13,0.92,4.82,101.1,1399.0,4.97,9158.0,Warning
912,86.7,7.35,1.1,4.68,107.8,1387.0,5.22,9081.0,Warning
913,87.2,7.37,0.99,4.91,102.8,1389.0,5.47,9152.0,Warning
914,85.1,7.91,1.09,4.85,101.7,1395.0,5.0,9127.0,Warning
915,88.6,7.25,1.08,4.85,104.0,1400.0,5.1,9136.0,Warning
916,86.2,7.41,0.96,4.75,101.8,1408.0,5.22,9104.0,Warning
917,86.8,7.55,0.97,4.85,103.2,1398.0,5.15,9151.0,Warning
918,85.3,7.39,1.16,4.77,105.5,1414.0,5.02,9140.0,Warning
919,82.2,7.14,1.11,4.87,105.5,1407.0,5.33,9166.0,Warning
920,86.9,7.41,1.03,4.57,101.7,1410.0,5.51,9157.0,Warning
921,92.2,7.77,1.04,4.75,102.9,1423.0,5.2,9187.0,Warning
922,89.0,6.94,0.99,5.0,107.6,1395.0,5.03,9198.0,Warning
923,87.4,7.41,1.05,4.7,105.8,1415.0,4.94,9223.0,Warning
924,86.9,7.08,0.99,4.72,110.5,1409.0,5.21,9182.0,Warning
925,87.5,7.85,0.92,4.74,107.8,1405.0,5.34,9197.0,Warning
926,88.6,6.77,0.96,4.65,107.7,1420.0,5.25,9261.0,Warning
927,85.2,7.17,1.03,4.53,100.0,1420.0,5.18,9236.0,Warning
928,89.8,7.55,0.97,4.76,106.5,1398.0,5.09,9302.0,Warning
929,89.1,8.03,1.02,4.81,104.0,1407.0,5.02,9287.0,Warning
930,89.1,7.39,0.97,4.78,102.5,1412.0,5.31,9308.0,Warning
931,88.6,7.2,0.98,4.77,104.6,1406.0,5.32,9342.0,Warning
932,87.8,8.19,1.07,4.79,106.9,1416.0,4.95,9301.0,Warning
933,89.1,6.86,1.03,4.91,105.5,1412.0,5.43,9303.0,Warning
934,89.0,6.57,1.02,4.76,101.4,1431.0,5.28,9356.0,Warning
935,87.1,7.63,1.07,4.72,106.2,1390.0,5.4,9355.0,Warning
936,86.7,7.27,1.05,4.75,102.0,1407.0,4.99,9344.0,Warning
937,88.1,7.07,1.09,4.85,104.6,1398.0,4.99,9402.0,Warning
938,91.0,7.77,1.0,4.95,103.0,1416.0,5.17,9364.0,Warning
939,85.5,7.59,1.0,4.71,103.2,1389.0,5.27,9381.0,Warning
940,85.1,7.28,0.95,4.79,106.2,1412.0,5.47,9391.0,Warning
941,88.4,7.0,1.0,4.82,100.7,1401.0,5.31,9372.0,Warning
942,88.2,7.87,1.07,4.66,109.6,1399.0,5.17,9412.0,Warning
943,88.5,7.79,1.08,4.78,98.3,1391.0,5.05,9462.0,Warning
944,88.6,7.5,1.07,4.6,102.0,1402.0,5.39,9443.0,Warning
945,87.7,8.28,0.93,4.57,104.8,1421.0,5.06,9441.0,Warning
946,91.2,7.13,1.07,4.82,105.4,1407.0,5.45,9445.0,Warning
947,85.0,6.95,0.93,4.73,103.4,1415.0,5.17,9470.0,Warning
948,86.6,7.29,1.06,4.8,103.5,1428.0,5.45,9492.0,Warning
949,88.1,7.56,1.0,4.77,104.8,1411.0,5.32,9498.0,Warning
950,85.1,7.69,1.05,4.66,102.9,1401.0,5.2,9480.0,Warning
951,88.0,7.5,0.95,4.77,107.7,1413.0,5.14,9510.0,Warning
952,91.7,7.75,1.07,4.62,106.0,1401.0,5.17,9524.0,Warning
953,88.5,7.11,0.94,4.94,106.1,1401.0,5.29,9490.0,Warning
954,89.0,8.2,0.98,4.61,100.6,1389.0,5.24,9535.0,Warning
955,86.0,7.6,0.96,4.75,103.2,1418.0,5.14,9475.0,Warning
956,87.3,8.09,0.93,4.64,102.5,1402.0,5.2,9564.0,Warning
957,87.8,7.79,1.02,4.84,100.4,1409.0,5.24,9580.0,Warning
958,88.0,7.84,1.1,4.73,104.4,1394.0,4.91,9592.0,Warning
959,91.2,7.89,1.15,4.7,101.7,1412.0,5.3,9568.0,Warning
960,89.8,7.85,1.02,4.87,105.3,1397.0,5.09,9599.0,Warning
961,86.5,7.94,1.07,4.77,100.1,1405.0,5.06,9643.0,Warning
962,89.3,8.22,1.02,4.83,108.4,1417.0,4.99,9652.0,Warning
963,89.8,7.78,1.04,4.65,100.5,1416.0,4.97,9619.0,Warning
964,91.1,7.99,0.99,4.59,103.9,1406.0,5.04,9634.0,Warning
965,92.0,7.68,1.02,4.77,105.5,1385.0,5.14,9673.0,Warning
966,86.9,8.3,1.04,4.72,101.4,1442.0,5.54,9605.0,Warning
967,87.3,7.47,0.98,4.84,105.7,1427.0,5.17,9650.0,Warning
968,86.5,8.47,1.01,4.75,99.4,1415.0,5.28,9710.0,Warning
969,88.6,7.74,1.01,4.78,107.4,1397.0,5.31,9709.0,Warning
970,90.0,7.19,1.05,4.56,103.1,1404.0,5.27,9701.0,Warning
971,91.1,7.82,0.96,4.98,101.2,1399.0,5.24,9655.0,Warning
972,89.0,7.51,1.01,4.74,102.1,1421.0,5.08,9709.0,Warning
973,88.5,8.13,1.1,4.84,105.4,1409.0,5.48,9702.0,Warning
974,89.5,7.54,1.07,4.65,101.2,1396.0,5.53,9740.0,Warning
975,87.6,7.63,1.08,4.79,100.6,1400.0,5.01,9716.0,Warning
976,93.4,7.06,1.01,4.6,102.2,1419.0,5.11,9719.0,Warning
977,86.1,7.65,1.02,4.81,99.3,1424.0,5.22,9698.0,Warning
978,89.7,6.87,1.06,4.71,108.3,1423.0,5.12,9807.0,Warning
979,93.4,7.21,1.08,4.75,101.1,1414.0,5.34,9768.0,Warning
980,89.4,8.16,0.91,4.83,105.2,1402.0,5.16,9795.0,Warning
981,89.1,8.18,0.94,4.6,103.3,1366.0,5.6,9800.0,Warning
982,88.8,8.04,1.07,4.67,99.7,1408.0,5.45,9778.0,Warning
983,89.2,7.49,0.99,4.8,102.6,1405.0,5.31,9782.0,Warning
984,92.3,7.87,0.97,5.0,105.0,1406.0,5.43,9800.0,Warning
985,85.2,7.9,0.94,4.73,102.0,1405.0,5.45,9818.0,Warning
986,92.7,7.44,0.98,4.82,106.2,1389.0,5.2,9861.0,Warning
987,86.8,8.52,0.93,4.73,105.6,1411.0,5.16,9836.0,Warning
988,89.2,8.28,1.11,4.98,105.3,1412.0,5.3,9922.0,Warning
989,88.9,7.84,1.0,4.53,101.1,1412.0,5.42,9911.0,Warning
990,90.9,7.95,1.0,4.75,99.2,1415.0,5.31,9914.0,Warning
991,86.6,8.03,1.03,4.55,100.6,1411.0,5.05,9896.0,Warning
992,90.8,7.14,1.05,4.44,103.0,1399.0,5.17,9955.0,Warning
993,93.9,7.87,1.05,4.77,104.0,1403.0,5.28,9913.0,Warning
994,87.2,7.71,1.05,4.75,95.8,1405.0,5.28,9929.0,Warning
995,90.3,7.59,0.97,4.7,102.3,1405.0,5.59,9945.0,Warning
996,88.7,7.88,0.99,4.72,102.8,1416.0,5.09,9971.0,Warning
997,90.9,8.72,1.04,5.11,101.4,1411.0,5.38,9979.0,Warning
998,90.1,8.27,0.97,4.7,106.1,1428.0,5.53,9956.0,Warning
999,88.8,7.8,1.0,4.79,103.5,1430.0,5.65,9964.0,Warning
1000,91.1,8.26,1.02,4.65,106.1,1404.0,5.25,10009.0,Warning
1001,93.8,8.6,1.04,4.77,101.5,1357.0,5.38,10021.0,Warning
1002,89.8,8.42,0.91,4.7,104.9,1418.0,5.4,9998.0,Warning
1003,91.7,8.08,1.03,4.68,107.0,1397.0,5.34,9972.0,Warning
1004,87.7,7.81,0.99,4.95,106.0,1393.0,5.3,10024.0,Warning
1005,88.4,8.36,1.03,4.87,98.8,1398.0,5.38,10059.0,Warning
1006,91.3,8.24,1.04,4.74,101.3,1397.0,4.94,10104.0,Warning
1007,93.4,8.45,1.08,4.45,100.9,1410.0,5.42,10024.0,Warning
1008,91.1,8.36,1.06,4.68,103.4,1384.0,5.34,10057.0,Warning
1009,89.8,8.53,1.06,5.05,104.0,1390.0,5.29,10068.0,Warning
1010,90.5,7.91,1.07,4.7,99.4,1407.0,5.63,10131.0,Warning
1011,88.0,8.66,1.01,4.86,102.1,1410.0,5.23,10099.0,Warning
1012,91.8,8.22,1.0,4.9,95.8,1410.0,5.27,10083.0,Warning
1013,92.4,8.98,1.04,4.75,106.1,1393.0,5.63,10137.0,Warning
1014,89.7,7.88,1.03,4.62,100.2,1390.0,5.21,10118.0,Warning
1015,89.7,8.86,0.98,4.43,101.9,1396.0,5.25,10103.0,Warning
1016,91.2,8.26,1.01,4.8,100.8,1405.0,5.31,10123.0,Warning
1017,89.9,7.93,0.99,4.62,105.1,1420.0,5.46,10212.0,Warning
1018,90.7,8.0,0.95,4.74,93.2,1377.0,5.37,10182.0,Warning
1019,95.0,8.08,1.06,4.57,101.6,1399.0,5.15,10183.0,Warning
1020,90.4,8.39,0.99,4.68,101.3,1386.0,5.26,10183.0,Warning
1021,90.2,8.43,1.09,4.72,100.2,1382.0,5.25,10209.0,Warning
1022,89.6,8.0,0.91,4.75,106.7,1413.0,5.34,10218.0,Warning
1023,92.5,8.23,0.96,4.58,98.9,1408.0,5.41,10229.0,Warning
1024,90.6,9.11,0.99,4.86,103.8,1407.0,5.41,10233.0,Failure Risk
1025,89.7,8.95,1.05,4.64,102.5,1412.0,5.09,10266.0,Failure Risk
1026,93.7,8.45,1.01,4.51,105.2,1395.0,5.51,10251.0,Failure Risk
1027,94.0,8.3,1.0,4.7,99.4,1396.0,5.39,10231.0,Failure Risk
1028,90.0,8.34,0.93,4.71,99.2,1427.0,5.57,10252.0,Failure Risk
1029,87.5,8.54,0.93,4.73,104.6,1398.0,5.43,10221.0,Failure Risk
1030,93.2,7.9,1.0,4.87,102.6,1410.0,5.53,10351.0,Failure Risk
1031,89.9,8.21,0.92,4.68,96.7,1401.0,5.43,10326.0,Failure Risk
1032,92.9,7.66,0.96,4.69,99.6,1378.0,5.57,10285.0,Failure Risk
1033,87.4,8.5,1.01,4.57,102.4,1376.0,5.45,10312.0,Failure Risk
1034,93.2,8.6,0.94,4.8,103.7,1393.0,5.35,10311.0,Failure Risk
1035,89.0,8.16,1.07,4.72,99.1,1413.0,5.71,10386.0,Failure Risk
1036,92.9,8.99,1.05,4.65,92.4,1410.0,5.51,10307.0,Failure Risk
1037,91.5,7.88,0.91,4.47,102.7,1411.0,5.46,10363.0,Failure Risk
1038,89.6,7.8,0.94,4.87,97.4,1388.0,5.19,10367.0,Failure Risk
1039,90.8,8.48,0.87,4.55,95.0,1419.0,5.19,10405.0,Failure Risk
1040,93.0,8.82,0.94,4.63,92.5,1388.0,5.42,10387.0,Failure Risk
